Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
27.249284551858135 78.03936868094591,27.20339818524294 78.02222917774404,,,27.242694568385012 77.97377940189564,27.134828903038542 77.9924196752902
27.173919725163053 78.0666604156322,27.15348915063994 78.01159903062936,,,27.242245881209872 78.02322244082805,27.165981233828514 77.97468181426667
27.199376468292623 78.06152567617562,27.117130944588997 77.99254839707083,,,27.15366590077748 78.02385640544757,27.159237385843667 78.04333057020767
27.15654669608271 77.97630862649376,27.17470085020059 78.05714051470571,,,27.19127066960613 78.06154079628665,27.174575272279604 78.06677876250286
27.155264510895595 77.95441292901472,27.225836470102443 77.96811375718781,,,27.12355564811528 78.01334575941459,27.204306600742143 77.99452067400003
27.143499906545628 77.98581386684964,27.154429350847966 78.01260296124917,,,27.12716360681355 78.01623802932654,27.232579418807894 77.95114443460618
27.16655712313475 78.06184665974328,27.199151119172363 78.05042758939665,,,27.19903712527121 78.04831613998438,27.193412925575778 77.98033786989063
27.119306305366365 78.0015475758782,27.206115115009553 77.95538570598265,,,27.122796612070236 78.00410365654669,27.19797169030274 78.06471536588332
27.22956869594994 77.89296150271024,27.241028319556666 78.04904840900933,,,27.203710760277612 77.91061927040975,27.240288860821025 78.00211592373373
27.17679161667133 78.02321264919559,27.231843480124713 78.01416991049769,,,27.22617879787074 77.9049117295688,27.22237069512622 77.9881639449044
27.177936267477136 78.03759062604747,27.182279446343642 78.01659766389437,,,27.154545826224776 78.00489153037574,27.19425545648898 78.0248645195636
27.203505305627143 77.94236692456853,27.227694588650465 77.88960582628886,,,27.115746607510655 77.992993620499,27.221490276110284 77.96388287912795
27.217911136991784 78.02372180591004,27.111973106267428 78.00638530837867,,,27.21399113527501 78.03282293271815,27.23459977803288 77.9653029931491
27.17485845809539 78.05737150404214,27.245200824385098 78.0207464015699,,,27.215861074600014 78.04771873176006,27.170719964589825 78.00956675999392
27.217230088035738 77.89877060352221,27.219036978457837 77.99949397851147,,,27.23527371073473 77.92753345370626,27.214859224557078 77.91717978467251
27.168017694265405 78.04055494106106,27.22890678181793 77.90450421315286,,,27.20247070718847 78.05552997134787,27.225591001005967 78.0164270982485
27.17879122330934 78.06700310492552,27.191076686906225 78.00207174640785,,,27.243593327109348 77.98218650852348,27.14910246032518 77.99585342966127
27.15496531740173 77.99608851900918,27.120230051333554 78.01288774572397,,,27.220943215931523 77.94628118908906,27.217006630294303 78.01211908017613
27.228194676662955 77.99231859343622,27.11625855247339 78.01170572544179,,,27.234717034513682 77.88951310554565,27.206767108066497 77.93710057498386
27.1887979714686 78.00946603102214,27.198575183228492 78.02304847519048,,,27.167115744535867 78.00833456581093,27.174218240100014 78.0433991313417
27.236638350715793 78.04406914457225,27.16631658074132 78.02413788319365,,,27.22673135075328 77.8967351544556,27.20150668404333 77.9988924337282
27.19722510821566 77.93444312044133,27.224515339964675 78.04647485482408,,,27.21033323489467 78.0482466103713,27.159404033782202 78.05495963007549
27.243606718963978 78.01390323143444,27.227164364075822 77.99510600328546,,,27.18124192288953 78.02941809539375,27.13254529727363 78.03534138801213
27.236310522394888 77.88466284601463,27.112491066186784 78.00895387826739,,,27.169978371313427 77.960377058596,27.188330728234245 77.9457519766899
27.149491301621833 77.97246605643417,27.152710516080393 77.97057888136507,,,27.18916741596614 78.04291536278414,27.196154857959623 77.92404682048881
27.219465881473415 78.04252174658889,27.185206922872865 77.93696198052835,,,27.127382074148517 78.02988435960617,27.129386485318353 78.03434218936331
27.233627538194654 77.92182664422245,27.20976744995055 78.02457563224684,,,27.177272369248595 78.04440782739316,27.24200987839228 78.0099891947898
27.17817094724555 78.02074957216946,27.233971158915484 77.9450815228849,,,27.220859211544113 77.97494582656245,27.22575858051228 77.91841527206527
27.1391118475879 78.00747803008446,27.18968820701294 77.93112192076579,,,27.13614709510904 78.04319839596194,27.178311960643132 78.01927513961364
27.14259934396287 77.97304160692495,27.232276762665354 77.95268230868233,,,27.11941129587949 77.99253036593414,27.188321359717165 78.03582581382436
27.231135348208024 78.03545194569212,27.245815963433017 77.9796432106729,,,27.209559116374006 77.90654169542957,27.161662655708632 78.00267703694614
27.24232352595997 77.9886761020047,27.214890973163417 77.96495953054072,,,27.183552100933333 78.05995921598259,27.140427216811595 78.01296927082981
27.229435238694087 77.91615555410468,27.140750577021702 78.0199520256975,,,27.215889041893682 78.02971884894527,27.12150558973723 78.02876751347011
27.229647532485288 77.90109378965543,27.14679859397686 78.0359478332139,,,27.155328318357835 77.9845577025588,27.235084444093143 78.00325269263729
27.155238177017587 78.06417001679843,27.161013267702653 77.98002126666906,,,27.14925559302132 78.06115221671014,27.226040121335057 77.99192620404095
27.22343264935489 78.00693186507026,27.162197887659207 78.05890423775004,,,27.21720906920128 78.01816216750258,27.213350349478382 77.97411258358561
27.21448627994363 77.90733503158532,27.120935778650253 77.98863361514124,,,27.188325846041753 78.03854243221895,27.150539383931978 78.03492796239394
27.20185548433254 77.94177860964487,27.163056115079943 78.04391773635236,,,27.11412468349555 77.9994890552728,27.230978191644546 77.98660606259944
27.139845674115175 77.99762031808754,27.220674773290646 77.94396932038966,,,27.21246325332264 77.91280396884525,27.221106295112858 78.02706796980353
27.223856677174478 78.00721039112095,27.245736406774732 77.99024650734572,,,27.177852199557883 77.96197634703289,27.23095387020327 78.00017193029545
27.232700105408806 77.97386586482568,27.227959597358133 78.02827920970434,,,27.21367014519282 77.97242842834551,27.192614865585707 77.97779133296629
27.169937563028128 77.94499165377438,27.169829838265187 77.95141376555452,,,27.16286311946496 78.01258562532908,27.157460084670497 77.9690188045981
27.14371656852697 78.02751632577679,27.195353068383024 78.0337634981924,,,27.188540012698933 77.98398005679633,27.24074145789232 77.99907558575127
27.129761607614462 78.03693011374428,27.140335012783392 77.97474275409952,,,27.243718278129474 78.03925616275431,27.135969323423364 78.03523217160934
27.23937401639312 78.00738478138678,27.22121509452855 78.03736505405834,,,27.190606022921664 78.02659359047416,27.18398884966982 77.96103865762059
27.127670377495324 78.02556624333451,27.15768022903596 78.07358063038731,,,27.230245612808986 77.92388691226704,27.175720504777257 78.06251581696833
27.159861098415803 78.0058551417561,27.191480551265457 77.92765020999455,,,27.186399405410206 77.93137162685416,27.170311574717573 77.97821069351278
27.21270476534261 78.04100660252347,27.213466259696876 78.02162929252457,,,27.191586227404 78.02250526470675,27.20439186870146 77.97099018532465
27.170921841263155 77.99364950728936,27.161779663868273 77.98099374307768,,,27.165665898426536 78.03716267463417,27.147213573882894 77.9645876663516
27.162840625222437 78.03768439000135,27.165512185447326 78.06500135913768,,,27.185237384035474 78.00997535623905,27.23445373630928 78.03361923591892
27.154323703532807 77.97869511492445,27.134414415740412 78.04188831912298,,,27.168882134386763 77.99155471381017,27.175161594790833 78.0264105404278
27.250788152473124 78.02822878338293,27.20611780127122 78.04755395505003,,,27.22989929098423 77.93836123138192,27.204232999961754 78.00521186964559
27.2260404597348 77.95974834161186,27.12891178799098 77.98805598340559,,,27.144098118333698 78.00249946200367,27.22889185948224 78.05543192059555
27.174349845139545 77.96335826265518,27.112277686142235 78.02940734097842,,,27.170540083586825 77.95235014126366,27.1695505763823 77.94564726234852
27.174794308517278 77.98806957912657,27.179856391680563 78.06061162212931,,,27.157854428098194 78.0653945248932,27.181440386720478 78.0704729871956
27.15347305750889 78.01742904900873,27.20018193705582 77.99727563312673,,,27.166095871958454 77.9731990120942,27.209917998649733 77.92574234961766
27.19216780402767 77.9930543519649,27.15684013135249 78.0026924370149,,,27.13631569628162 78.00459831968173,27.165927425893717 77.9634588640643
27.191222055160342 77.99260494606878,27.138536132886017 78.06667995851147,,,27.108056766088467 78.01528709536089,27.184643397299936 77.98508523276949
27.217637034264108 77.94943382253544,27.167972273595286 78.06071367913776,,,27.141005908492936 78.02264336260124,27.143936468502314 77.96848459158248
27.164529648549014 78.00049649522512,27.240656258701794 77.92751906249075,,,27.130679193957004 78.00382871292236,27.207463276740995 77.93889292963628
27.233100549730285 77.99403384102766,27.231606055404516 77.93362681491398,,,27.242085939654174 78.03080097222694,27.19687438814706 77.99331539034254
27.22289462756721 77.90706445697077,27.24741535749946 78.0453751177725,,,27.23210845103286 77.90818513139594,27.230459537827333 77.95547247392211
27.156302438055594 78.01900272925467,27.196771763372645 77.96113048094237,,,27.13157916311021 77.99019195321023,27.161447861632467 78.0148550741292
27.21050902027702 77.90406664783976,27.14527225113768 78.01548061793095,,,27.247327071019512 77.99059232881278,27.187816133637458 78.06217070669614
27.213121650410883 77.97473017400412,27.144041528179525 78.07182221809748,,,27.189520154809436 78.03520122589758,27.147201747667847 77.97971919254593
27.140468201517916 78.00713984415091,27.183015012304494 77.95759182429441,,,27.198886033858653 77.96986014320504,27.135518274539198 78.05104581465278
27.172751777099343 78.05764526422088,27.199117347067 77.9250061556386,,,27.18753207132579 78.01798725005696,27.235355611356415 78.0405823077531
27.16441432782369 78.06897364418481,27.18534458966917 77.95026486268895,,,27.112827237818944 78.01461065916935,27.122867289799604 78.01454124873433
27.201230658556756 78.04481836182252,27.206517468152807 77.9868468597058,,,27.2443881204977 78.02008501149281,27.235063307752405 78.0014351133791
27.14022384868845 78.03279986758953,27.179873767748177 78.06420264331558,,,27.14039402128492 78.05938927927767,27.155426004239445 78.04295920941128
27.23651661393432 77.90192444852788,27.163422089127305 78.0499549761913,,,27.207366973747778 78.00690891841623,27.114945223414605 78.00395126172798
27.238639656341128 78.0420263088193,27.192734908948555 77.94595022527436,,,27.187176632396827 78.05277174699054,27.14631645734378 78.0098127327352
27.174391671803065 77.95856124440363,27.20438069673547 77.92548299466529,,,27.16404513126348 78.00490721438757,27.178531140527777 78.0466293503581
27.221536226442026 77.95477775146037,27.24087511653916 78.05062876677543,,,27.225132793891774 78.00446382808367,27.230325039277822 78.05234814923936
27.131020527199837 77.98676224080624,27.156559675024187 77.99634527401534,,,27.179203528676826 78.03938517825557,27.239303676277714 78.01749108302994
27.234031395478503 78.0474747128823,27.194765550462048 77.95204610316381,,,27.235935570901066 78.00787303696579,27.232774937781087 77.9408687874732
27.228476959770845 77.97026823702467,27.149783994134566 78.01575894685587,,,27.183719081615976 77.93809400860428,27.17027144798779 77.95103817478157
27.227753529096105 78.0034001148489,27.176698880810523 77.97403698570702,,,27.20439107449136 78.01475743427338,27.188260822308425 77.94362847728996
27.155164765391834 78.07190421877976,27.164985463926687 78.07248943521328,,,27.172699478316698 77.99773773586186,27.19539526958433 78.02071373486129
27.182080238488062 77.94004879061453,27.178081015967336 78.0174124482539,,,27.162775491298902 77.96889421164988,27.224451027083553 77.96748403244361
27.136719159072705 77.99541391909025,27.140080562050713 77.98959748395775,,,27.242929619729118 78.00278436829275,27.228919310281487 78.00411142789878
27.183661260611142 77.94175547165592,27.22098225830926 78.05732478725334,,,27.23597532280909 77.9844437831982,27.239559370560407 77.91318225805935
27.130046605088342 78.02370470481696,27.225038662385526 77.94100678195952,,,27.21920239397927 77.98475528238946,27.14624572909327 77.96514356306659
27.161782340683594 78.06634203948747,,,,27.233625555754106 77.99801788825016,27.239092974124578 78.04207159911601
27.16163614209394 78.0621465172717,,,,27.243647704064056 78.02710638444316,27.10752300426437 78.0009339400732
27.219731468392727 77.9318211549216,,,,27.103502691742257 78.00493941449787,27.206304086817614 78.0233524708301
27.131092998453983 78.03873849437157,,,,27.19967955518585 77.98667405625827,27.24585798869361 77.9948794663288
27.229755267255474 78.02978123785819,,,,27.191388492335623 78.01408041347753,27.127160688939405 77.98375361020501
27.229067178041994 77.95275690183135,,,,27.195342143252567 78.0003094380421,27.212686171712477 78.01491602964101
27.227903219815115 77.99336085604192,,,,27.244487411658945 77.95622870147093,27.202695623408424 77.93199415243953
27.225206357860227 77.91020356279995,,,,27.208799600443374 78.00697001436274,27.15692502046509 78.07007907924371
