Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.4423432427912 74.69866611556378,26.454616691958087 74.68417626913099,26.397636235394888 74.64967437657785,26.458605885336553 74.62354390718862,26.411667790388993 74.62991306301414,26.411667790388993 74.62991306301414
26.453691451653008 74.62463674486882,26.44968251137108 74.64014688595918,26.44851812116883 74.64463604216172,26.459374863464205 74.61498378572145,26.403847675303624 74.65395078136085,26.403847675303624 74.65395078136085
26.437495919796667 74.68088629562484,26.413367834330973 74.6488613547505,26.466575812689683 74.6183170917933,26.462086087842216 74.6376271756038,26.441204064172105 74.65818272726732,26.441204064172105 74.65818272726732
26.43566944318694 74.59006521770029,26.43877788431804 74.69530409118734,26.464984799845336 74.5896969237484,26.456425040618285 74.63277846067764,26.441595548598478 74.62924870712989,26.441595548598478 74.62924870712989
26.453389535960422 74.64723423066596,26.484501565307983 74.61280326986501,26.44958504459275 74.6206804472978,26.49473664234838 74.61590662189315,26.437326505190576 74.69662369987222,26.437326505190576 74.69662369987222
26.426232466005633 74.6814259795457,26.423040119733507 74.64253210110795,26.40445200325941 74.65262550235148,26.450513325205094 74.68856184989833,26.449499330647694 74.63448819375107,26.449499330647694 74.63448819375107
26.468151552597472 74.66519401908751,26.46728874317579 74.61540138343146,26.47744238133763 74.6177233494816,26.38973090916742 74.62954134594484,26.386287300542197 74.63446968513745,26.386287300542197 74.63446968513745
26.402046578107107 74.65429861897516,26.508747911326655 74.63412835203633,26.44941620841945 74.67537945900574,26.43343908803065 74.65604878193994,26.39798634058807 74.63134037216874,26.39798634058807 74.63134037216874
26.389649227458506 74.6351392416248,26.426450325245998 74.59894346900596,26.409816559013503 74.66648215522063,26.465824344067535 74.64368536056982,26.444011026009893 74.63938104315537,26.444011026009893 74.63938104315537
26.481042993046042 74.6633943562267,26.440700597697496 74.66725162771117,26.467769267177726 74.65572548585175,26.49588635692512 74.63068111718395,26.476428229993466 74.67074578827297,26.476428229993466 74.67074578827297
26.417697640194444 74.64381794833112,26.45440189981482 74.65552499488422,26.441947952619124 74.63693364204534,26.429363789621764 74.67861167034455,26.414870262082047 74.65612471403173,26.414870262082047 74.65612471403173
26.469444862626776 74.58627151446738,26.410483824465928 74.64925726856396,26.448314205910517 74.6834141402721,26.490824407985762 74.62342438296163,26.45177957752237 74.61503859345375,26.45177957752237 74.61503859345375
26.49081387138743 74.61343931892685,26.431085481254115 74.6356287561715,26.42198873163423 74.64707667798574,26.50676468867411 74.65225756434891,26.417118377987137 74.6329119511691,26.417118377987137 74.6329119511691
26.430117853471142 74.66230777935647,26.451072994492915 74.68377544343109,26.431617490771966 74.68119402678737,26.4096717941873 74.65636193644453,26.445781889835025 74.58534902128365,26.445781889835025 74.58534902128365
26.478302113724894 74.63988205469343,26.45862194890169 74.58329085794102,26.4505379698902 74.63726780705238,26.4647963525937 74.67478892196772,26.452542086331327 74.60826855444505,26.452542086331327 74.60826855444505
26.405189276877408 74.6439751910678,26.51084035094244 74.63682088155998,26.451104387212553 74.58701738571507,26.425853320892667 74.62124239851747,26.488640915755433 74.63595982553265,26.488640915755433 74.63595982553265
26.46167048710795 74.66453568541223,26.439288139601036 74.61228456090737,26.42245360253601 74.64838416315051,26.42841424150727 74.64687557225118,26.41894830693577 74.63539211341877,26.41894830693577 74.63539211341877
26.455180665063633 74.60696534216353,26.478504345006233 74.60290381102926,26.431205157305598 74.59851070572763,26.431768502750238 74.64899418830521,26.50433323690872 74.6524369525534,26.50433323690872 74.6524369525534
26.437007045654592 74.61683911132864,26.462033713155307 74.67560281360451,26.48741916063533 74.64810624269076,26.511895702787402 74.64469694252786,26.452878612205847 74.60224730228622,26.452878612205847 74.60224730228622
26.430787509390555 74.66630102793583,26.452022999139103 74.5827368545278,26.48837491128453 74.61746075345172,26.474073659305002 74.60428915509561,26.472030722502392 74.5974251874185,26.472030722502392 74.5974251874185
26.391851465979087 74.64347662854718,26.46449841920098 74.61532789817838,26.468187161006224 74.64605858692003,26.447361996396875 74.64893867292676,26.449337208493482 74.64531209129822,26.449337208493482 74.64531209129822
26.45654530945788 74.65363502506601,26.466840430847434 74.605945705068,26.460226364000526 74.6300461735359,26.442699007169228 74.62211123650707,26.45609868234179 74.68385768710161,26.45609868234179 74.68385768710161
26.426914097447945 74.61748506538389,,,26.408979601530557 74.6153421135521,,
26.465157907831113 74.61031146284603,26.482994694986726 74.64966183792335,26.405076953294845 74.64707583712723,26.406473101825636 74.61823057000117,26.487139366351233 74.63039865534903,26.487139366351233 74.63039865534903
26.506038392391492 74.64876341570047,26.396219126106057 74.62929798960083,26.49377472773957 74.64892650441145,26.422204757100765 74.67321885916145,26.447381916559117 74.66336247267958,26.447381916559117 74.66336247267958
26.454788087068838 74.63475883047548,26.485305234562805 74.6249237990933,26.449662934560923 74.69121281320233,26.438390001115845 74.67102234775635,26.415987367277673 74.63028020376963,26.415987367277673 74.63028020376963
26.430551749055414 74.59603736599466,26.470132880617765 74.61163109894042,26.488275228965684 74.62815338164705,26.484590646795294 74.66169529434005,26.50435211329828 74.64921996707082,26.50435211329828 74.64921996707082
26.412831788318105 74.6414768343424,26.482860134770753 74.63728077936041,26.435734302552316 74.59832482494969,26.421441800168836 74.63844508491523,26.436820683621686 74.67244009645674,26.436820683621686 74.67244009645674
26.440568348419493 74.61181941913621,26.471008656737062 74.63293393862023,26.404815797522808 74.66044385930597,26.447046726110216 74.63078680898721,26.441393338954626 74.64689815936191,26.441393338954626 74.64689815936191
26.48379019714348 74.65867511594072,26.418190806318137 74.64554457570907,26.463276386807063 74.60952127998482,26.4733002036051 74.62121196479289,26.415804475865816 74.63425031750667,26.415804475865816 74.63425031750667
26.4194221216609 74.67733688537294,26.42466951012594 74.68140026848215,26.434109420959228 74.66365360599251,26.462795581746875 74.6221903268099,26.418303299836523 74.6070196789905,26.418303299836523 74.6070196789905
26.415753553253158 74.67339090900064,26.43965804546896 74.62434946768991,26.472068349216325 74.61910642134654,26.422731029781 74.65739001057831,26.4203057816895 74.62077425785658,26.4203057816895 74.62077425785658
26.444844134538492 74.65173880533,26.44122406798263 74.59055335605517,26.463753137099655 74.64918989962106,26.457858475592783 74.63610271053378,26.443240592443697 74.66225568258693,26.443240592443697 74.66225568258693
26.43460672592881 74.61917727188728,26.41806505893926 74.60824959884543,26.486966706262525 74.66501475150105,26.401228611411184 74.62140733339545,26.413050164326172 74.6080278264429,26.413050164326172 74.6080278264429
26.411663982752803 74.64868103554132,26.42904834254118 74.64989389624768,26.42780683870489 74.62148647740717,26.412493390372582 74.61707851668216,26.45019124036596 74.6412378970363,26.45019124036596 74.6412378970363
26.467152691507373 74.67244682954713,26.48773842368619 74.6628423750875,26.503780067502174 74.63433879507983,26.48134653425095 74.63132775636319,26.503220116606084 74.62736976816554,26.503220116606084 74.62736976816554
26.452898731578486 74.61501402474731,26.49157434009305 74.6616069541479,26.401224615140077 74.64571819705057,26.483378979331572 74.65704087044415,26.471508572772784 74.65093270384307,26.471508572772784 74.65093270384307
26.456106708907527 74.6045176101407,26.387045910618845 74.63037559519753,26.424027764720183 74.62054636027565,26.45349677333667 74.59662650549048,26.44760373806375 74.67141896995575,26.44760373806375 74.67141896995575
26.44564087482652 74.62903671581454,26.511695083212654 74.6414663328279,26.496967916376864 74.63747081261594,26.439576392974388 74.64081466115508,26.440636757387868 74.62425291578049,26.440636757387868 74.62425291578049
26.473448023787434 74.64086487551963,26.44417611708452 74.62946559737927,26.44987035494377 74.57756913422509,26.476030728792555 74.6200193165022,26.503001231020587 74.62466885529956,26.503001231020587 74.62466885529956
26.43314946608975 74.6250766493169,26.420678151903385 74.60243550878003,26.469550991281615 74.64577648426652,26.420244006638242 74.62582630907023,26.468628854020906 74.65579712591392,26.468628854020906 74.65579712591392
26.4637862118102 74.66395811813707,26.455200735456835 74.62265671640789,26.413754880705497 74.67039645338225,26.436867661002225 74.68785050516992,26.498049299739318 74.65672503459493,26.498049299739318 74.65672503459493
26.496302733317734 74.65512398032398,26.466764081980376 74.64795194482333,26.450078188934537 74.6238534704728,26.43228192231196 74.6661691146816,26.471577370835455 74.66113988124472,26.471577370835455 74.66113988124472
26.43254811715251 74.68843927240499,26.493042716418145 74.6252664301351,26.383819992966504 74.63516710258523,26.444427570715106 74.64841577324684,26.503092606541518 74.64041144951696,26.503092606541518 74.64041144951696
26.449780578161054 74.64799540578576,26.463449953457694 74.65511525899707,26.42065119195052 74.607788300706,26.46499652868915 74.59215492973202,26.4649512986954 74.6290703658846,26.4649512986954 74.6290703658846
26.427878258701845 74.60319937861401,26.450512375843747 74.66791506406824,26.490090005054693 74.64102179728512,26.469111845681617 74.6465808096021,26.493945069607314 74.62434472331975,26.493945069607314 74.62434472331975
26.470067040113324 74.59615839070521,26.502617978859146 74.62087591693401,26.46268832016755 74.64259641951708,26.489195975715322 74.631079106972,26.42606999427467 74.64078555870636,26.42606999427467 74.64078555870636
26.39612166471859 74.63440141466819,26.469116857633672 74.67630902601942,26.484967726701512 74.63853795123774,26.497791300615525 74.63457849958571,26.486248678146982 74.60836453018467,26.486248678146982 74.60836453018467
26.45071332594017 74.57773592289529,26.412616048609607 74.66192942252962,26.467637031373886 74.68049635958876,26.422247746530267 74.62050526231049,26.441459360983888 74.58731451477377,26.441459360983888 74.58731451477377
26.42452371537569 74.60908213387481,26.46494963418335 74.6479722526974,26.474930729578006 74.59076200068878,26.4539728278428 74.68057280949611,26.44711387582569 74.6262768879707,26.44711387582569 74.6262768879707
26.417093783436037 74.61396781802829,26.44526686559357 74.64692786393258,26.49026963619627 74.61941353834767,26.413621046173983 74.62533757253976,26.483975478578753 74.6696017665266,26.483975478578753 74.6696017665266
26.40240681874104 74.622888428343,26.443505860804567 74.60726370068936,26.44784585606474 74.5867968604117,26.430518775452544 74.67795278805582,26.405087561372063 74.64274012811504,26.405087561372063 74.64274012811504
26.48818779846471 74.65771606000271,26.440876679111998 74.58727571849123,26.476030683713095 74.60579711345164,26.422367999660548 74.64075335828387,26.44038438242653 74.60376530226007,26.44038438242653 74.60376530226007
26.4718503884337 74.64899142968035,26.440737471330344 74.6920440071548,26.494832825097127 74.63594064897855,26.514256930452362 74.63665121602182,26.42199482517776 74.63864331806562,26.42199482517776 74.63864331806562
26.447046337121268 74.69168518104189,26.445491757798713 74.6115405505827,26.415580439546098 74.62269250229254,26.418909946192976 74.64448772016635,26.470372946504828 74.61097266617855,26.470372946504828 74.61097266617855
26.48812039528343 74.64451531403958,26.515719005121724 74.64076903651517,26.411764596293665 74.62456341107367,26.498098458311606 74.64289252434727,26.432309190449526 74.65796747545559,26.432309190449526 74.65796747545559
26.451230815789327 74.63990742652989,,,26.42869319863351 74.67917461115614,,
26.418569762493657 74.67119845594135,26.45423678682844 74.63898823646484,26.504582035866935 74.6447158227692,26.458499093605703 74.64140863681924,26.45692215282538 74.64151922736227,26.45692215282538 74.64151922736227
26.454532489836314 74.5918309339501,26.485349247406486 74.65254254539003,26.423070624333324 74.61780537255046,26.457508270667645 74.64304348641755,26.487562141658593 74.66125843732637,26.487562141658593 74.66125843732637
26.427438531632284 74.66854561255872,26.434334747296255 74.59391869825788,26.45603747056727 74.66878254787214,26.454304368782317 74.64770003894728,26.46657419270333 74.6218554794622,26.46657419270333 74.6218554794622
26.468218107036524 74.58764959393504,26.45918235451314 74.5994040621036,26.45086859385752 74.62537156108102,26.397444064240403 74.62165421037797,26.403613496938572 74.6569837087445,26.403613496938572 74.6569837087445
26.460278950872997 74.6461339448347,26.42110565952606 74.63584962989974,26.48117998489378 74.6558695357223,26.495642538332067 74.64649837072986,26.428382234288875 74.6340855576624,26.428382234288875 74.6340855576624
