Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.9892988444792 75.77180363728584,26.87938189136948 75.79932876724205,26.881053353450767 75.79564788448289,,26.845000031988853 75.74259838471647,26.91697374436974 75.68438554181124
26.8675553304126 75.77934467242913,26.95735225162667 75.7166866439168,26.826277241406093 75.901795121605,,26.92047623106119 75.68038339145649,26.858239790232144 75.74612185565645
26.83345299119058 75.87154288622436,26.979420046643842 75.79563465654613,26.800720666069637 75.85619928167165,,26.86203924487001 75.73883483521979,26.939041915537288 75.69970208677672
26.92865658635593 75.72658775477962,26.788726757712 75.82087371709159,26.969924902158265 75.7588727591319,,26.90600019651414 75.79800211139651,26.88777393427292 75.79573223662233
26.88002737107972 75.705850256701,26.952305588355458 75.72915427100526,26.787212114780658 75.79484374018898,,26.83256886180148 75.86514808413321,26.898359650541114 75.71599853146695
26.981914005700798 75.79133755314056,26.92536700406753 75.6777017267346,26.75300604884784 75.83521166663033,,26.89142399891625 75.78440097112143,26.99902831767828 75.78779947189885
26.871901308257144 75.91575691061628,26.87553088903389 75.71457272063618,26.927694065480967 75.7367842636214,,26.915769688817928 75.65890222536405,26.914511333032536 75.79447495196867
26.995246414802192 75.79828365002206,26.873316954749853 75.69616448793862,26.91943386975359 75.75907834883711,,26.83263617556375 75.90061392983239,26.979927158512112 75.7308715921294
26.966039901105816 75.78881023188171,26.831186933501442 75.89515617862835,26.94648982520754 75.82549617017389,,26.904284353390896 75.7167055269308,26.898054845860717 75.84669746531605
26.96133330079056 75.76785170593158,26.909480920622748 75.73593093146218,26.783079814571007 75.86866249494803,,26.798838281654657 75.77790225454237,26.79424606849331 75.84988024417467
26.8482720251482 75.73626498454738,26.88457543155056 75.6843501711755,26.95730820854914 75.83644831527198,,26.836295091765816 75.8464820387046,26.99670389199426 75.77182133082518
26.95573916617352 75.76782653559708,26.882565949030294 75.78243336712379,26.893440968799677 75.79941573130938,,26.96817464175112 75.75886874922585,26.953265060481417 75.83922673806339
26.949387303144142 75.8426612466319,26.887381387913518 75.92194331780478,26.86696328026269 75.73543882758403,,26.887008936652926 75.84278971987634,26.936352429541877 75.88134855717699
26.820791271803515 75.88151822545204,26.873470737423872 75.83587776642045,26.777329186414654 75.8308195824761,,26.812027847883424 75.8690138209965,26.940126705262276 75.76545385320894
26.930907141327395 75.79372402923536,26.959136796319445 75.85039048761267,26.822037723910867 75.85868595532529,,26.932182837571965 75.8871964279417,26.918892132120924 75.79029915030576
26.797645454770052 75.82686937121814,26.92073417356569 75.71265213594342,26.903363474616906 75.76070922679779,,26.991406996105685 75.75901386235394,26.972725862917024 75.73549214340566
26.804816050784744 75.85302026156167,26.85327248180422 75.8169799872954,27.003382845097224 75.77816043307477,,26.91417273238132 75.84701040631683,26.79518450296575 75.82219242612868
26.895281343969764 75.71975438371031,26.910920126909406 75.73842671897856,26.918126482174465 75.70367215480682,,26.915893348750853 75.76857042195714,26.906398401980738 75.70472972868457
26.861934152281783 75.77312058603852,26.888312303347845 75.93120649119575,26.875943614570712 75.89037597529911,,26.763332873323552 75.86107798225265,26.840134476052462 75.91300298150466
26.891008445626284 75.74411717432838,26.96044397352168 75.69722412815345,26.76879071170379 75.83593318367235,,26.9265820498624 75.87546546553227,26.83483594208959 75.80983072173422
26.849060225748175 75.74557120665592,26.91396173833026 75.87034317455611,27.012468637538014 75.76676892831105,,26.91163757795285 75.8989942872053,26.83376250359266 75.87687293898829
26.925690617024056 75.85210829381117,26.962663821356976 75.79008838630403,26.862690533109937 75.78053732366051,,26.81779777803792 75.85195767628994,26.86645618819855 75.70966539900596
26.92097304192626 75.72269430678334,26.914585697817188 75.67090382232422,26.954495999351565 75.6920709785701,,26.871498809938632 75.71136790298183,26.845465608817612 75.74510808688974
26.951487709703734 75.85159130221449,26.970542598075408 75.82545443821277,26.913170469520235 75.76770570534535,,26.832367217272104 75.86060194390593,26.980195092726607 75.74998762542276
,,,,26.890139355685005 75.73347528957318,
26.939215804889663 75.79680473003697,26.933604044309888 75.80350460265537,26.93416626779352 75.84051124100161,,27.001910751630604 75.78165461216608,26.820997947536473 75.87348917909384
26.89554776535975 75.72857716271454,26.911627392296545 75.76421172260957,26.93073811798151 75.76386304563788,,26.967466476873767 75.79016371491534,26.896914643844198 75.73510461069809
26.84741558091894 75.82290510644465,26.93972693138638 75.77964244767495,26.99276129362537 75.74459153460624,,26.946446575627046 75.85659889511787,26.885725066812043 75.816510478117
26.98784543380076 75.78859497068157,26.79492357600349 75.82994831741208,26.79188923865305 75.86443237517858,,26.9577275978632 75.75232293549666,26.89799303517759 75.76906132822566
26.928738184341427 75.82873562700365,26.83533118427551 75.81703823839649,26.85000473033411 75.8565056997889,,26.872742124208614 75.79454074304903,26.82314968071876 75.75963766037282
26.90348910225053 75.85933965780606,26.84001097357573 75.8504608854808,26.898728985595692 75.68048000533992,,26.98624768504618 75.7698505183197,26.88751537526474 75.67503590883013
26.95359246331205 75.71311169425763,26.914810120314588 75.8925006813732,26.882830425158005 75.83379419579062,,26.95812199366379 75.73193352775233,26.806774013524663 75.83540134131535
26.809613422370784 75.79984098835098,26.90994068911468 75.6903654620991,26.88370144931533 75.94435352619266,,26.993353874728204 75.80967677233724,26.877273928891395 75.74802528634525
26.96154001698053 75.82078855840699,26.85026346978507 75.81055966175516,26.998727257526156 75.75986714900502,,26.964045506220927 75.82536044706944,26.97700957565654 75.79047511736239
26.936132647988636 75.76677419945634,26.833657986628214 75.80487679703506,26.882228704162156 75.91595474148126,,26.88796472565016 75.78165425262459,26.875740699263346 75.90155217302886
26.77039630067979 75.83679458344945,26.859669435995016 75.8430985636844,26.889756267234684 75.83100488772577,,26.938137398837004 75.70420229718682,26.915122636505377 75.71521915116507
26.820603896200268 75.76901482125058,26.886916629897616 75.72895655371593,26.794714550386363 75.84912915590205,,26.850685782377884 75.8589385675955,26.919245317640684 75.8468057232161
26.805686155720462 75.77907804220865,26.83230335807089 75.7465811651707,26.88233293997164 75.78835395223281,,26.885591084261797 75.70107179699852,26.879725484378735 75.7689088604252
26.906100438888586 75.8972601143129,26.923938466682934 75.71379705845847,26.890942070621644 75.86689815046111,,26.818642458813432 75.82097116260051,26.86020688798061 75.8893431329595
26.93272015340511 75.74928451810624,26.885828641489823 75.86919015747435,26.890227748630313 75.90182141209131,,26.94530501246077 75.76746935729568,26.88952091680273 75.69782251772065
26.923043320570255 75.7910141896057,26.97834119739757 75.72684085996644,26.82546054813361 75.75923312438714,,26.828185724228085 75.777468434118,26.963600315108454 75.78448124705646
26.880886706122787 75.77337645976792,26.82730321601398 75.8827231076716,26.935097897044866 75.85196302623504,,26.996145179085318 75.7965279675509,26.854352847937676 75.85616310592013
26.9815608811277 75.82181548080845,26.8970127408492 75.89459212254881,26.775648420409766 75.87089748411825,,26.92654821984782 75.74815238777273,26.81119432684521 75.81046597470583
26.988647821060457 75.75993964177962,26.944226559965127 75.80893286687906,26.849781058697236 75.74239294675348,,26.864166430147723 75.82842829696077,26.949308051100253 75.69326400054933
27.01817976116875 75.77026629611917,27.003813004036047 75.78497832564085,26.91752776062928 75.64629355053297,,26.860605658182628 75.92272844690174,26.93610037269842 75.70742305487414
26.959596887413632 75.72807313428464,26.857630404195127 75.78349974901897,26.886330367129784 75.741712800099,,26.84149610574304 75.76784140289756,26.958618214771946 75.74197542028104
26.858215424426156 75.77201970065943,26.889143511363788 75.92653670482235,26.887205954138633 75.83552963985132,,26.835775505906742 75.76297272127631,26.85559315179262 75.7684975255204
26.874191915125174 75.87043472732388,26.932233711108488 75.84563853779085,26.86985325445193 75.77546636836101,,26.926276623310805 75.84300663256951,26.856527010326566 75.90533911323212
26.952961464588448 75.799473323065,26.89568886812372 75.68812181054716,26.88612232747757 75.77047889634004,,26.889306434959128 75.93951488365663,26.90325654993777 75.76311920454164
26.959389601162023 75.83553355628483,26.879128604993824 75.9356121446504,26.790304393735475 75.85611071442571,,26.888357337746644 75.75119045691117,26.85566435097514 75.73936812203894
26.91414101149647 75.77277335687066,26.96616063319014 75.72465734773516,27.006741518655822 75.77206508446638,,26.851449194860784 75.7375568024364,26.869534800096865 75.82867465396504
26.89776864475929 75.7599783418444,26.92158307631132 75.89669495174184,26.887300487689497 75.68038606899468,,26.845626866991203 75.8845650079986,26.858777427764114 75.80156485408443
26.956084316634183 75.71200118690105,26.860625286017857 75.83840604376151,26.953304016295366 75.83051662496513,,26.88248167178582 75.72075636382552,26.907361798008967 75.78160272483045
26.870403417872872 75.74371122661297,26.892568276597636 75.86452747023205,26.877491797878157 75.77022375898596,,26.888445897977032 75.90815020002458,26.88573081421969 75.76972099056161
26.91362337004788 75.90010686383764,26.846394484223094 75.90322030128833,26.79992975911818 75.80429475647718,,26.842317831637498 75.7789375363691,26.837503120359372 75.87300867622592
26.822540375851393 75.8228076363156,26.97113582969972 75.81739412958112,26.949698639987574 75.70863196494042,,26.868777140035213 75.70469214878618,26.93110893553683 75.71413025098916
26.8571284762387 75.91842954039626,26.769936470998523 75.82931281866699,26.899954329586823 75.79765988494319,,26.865225199097164 75.852831998452,26.853864477325477 75.9168517114712
26.889531398707426 75.76356047958727,26.9305593335905 75.7893781420388,26.791624208054987 75.8331633109957,,27.013054971157793 75.76520342658681,26.864430559396272 75.79637418280068
26.869599799081808 75.8593404918211,26.845147168337256 75.76728633734216,26.878098720796704 75.8994722385609,,26.834078060785995 75.75493320334515,26.85148372293068 75.73924890610053
26.78715689693843 75.82691550449054,26.818886286896173 75.85773384940836,26.792266106426492 75.81563091697329,,26.98433553916893 75.79111967909137,27.0134502511188 75.78937454476569
26.923072044465016 75.8723992575898,26.834468887025405 75.79621417071426,26.749477570040174 75.85007152453937,,26.92029674088831 75.87317573514287,26.9204206157965 75.80497807344453
26.843623854181697 75.83838053353776,26.886049794190654 75.73698567307599,26.930506808820784 75.8174867058687,,26.888800208063127 75.91563579361394,26.85791512965142 75.91138537921235
26.895129058769932 75.92084090938324,26.91805795003411 75.90298773588573,26.863955465292612 75.87827882617951,,26.860255267483474 75.70466373703802,26.90425386233852 75.75993370081238
,,,,26.813721130647824 75.87899399055499,
26.94505126060296 75.76506428107976,26.88580668550947 75.69347719537123,26.84330897550771 75.81444748984936,,26.782710516103638 75.83901716939498,26.966689372577328 75.82074609966749
26.868567147515773 75.76410974835714,26.805802175623167 75.78663833219053,26.879627598736494 75.83037228390671,,26.961165696843118 75.8423896042652,26.939794002145515 75.787663878012
26.868754454443287 75.93340882020586,26.908841882748504 75.71820654613116,26.887047821206465 75.77724948429785,,26.840379092574178 75.74411572819234,26.8842697612734 75.74980812126262
26.92772688372617 75.7874448323969,26.818142512581 75.7976733498131,26.813256059251437 75.84020666712986,,26.771055553594167 75.82291904358082,26.879072899499853 75.72067724076307
26.78231934765837 75.83830151986928,26.941344820892514 75.81158675186947,26.872407039523136 75.71250179483772,,26.900316424655312 75.7337568997615,26.86137507453867 75.86675603467972
26.80131665802233 75.79585202997801,26.91594418183413 75.85827281485581,26.907785455180903 75.90399891177633,,26.961512709352345 75.70592065564922,26.870770646373582 75.82475484026446
26.90059748014838 75.88759788746262,26.822945191465504 75.88434903436745,26.959605154140025 75.80705254772347,,26.858328403900572 75.84988062547757,26.935855943136065 75.81674651655312
26.882037868412784 75.6953483725724,26.88311245248534 75.76688266873563,26.861998560883823 75.7794634475813,,26.851693672152805 75.84142753192546,26.895782244271626 75.70903758254808
26.817452292201754 75.76269111705888,26.848571348488715 75.75598853979797,26.90198031375823 75.92050473545052,,26.869075622226053 75.7941498240363,26.86455927134453 75.75754145260565
26.907523529901923 75.70966417064542,26.76929521524754 75.8495381048761,26.923153362948536 75.81294878502152,,26.85057528005776 75.84237094346061,26.921497468273454 75.67640159068218
26.90993097325527 75.68721931489236,26.754419278903455 75.83227758533266,26.911579966975452 75.86243933270728,,26.832752647899067 75.82635649447914,26.917764378391787 75.81769917222937
