Murder and Assault,Kidnapping and Abduction,Sexual Assault,Theft and Burglary,Riots,Accident Prone Areas
26.866691197335697 75.84443929048965,26.921528207278357 75.6865974443653,26.854526873150327 75.71726234532613,26.95576322536941 75.74711268313244,,26.89764677725099 75.77697121469703
26.811517524998326 75.88513799471535,26.985876145632762 75.76456638751542,26.964593449955867 75.8079932645682,26.880223064697713 75.91308491859328,,26.932646361267377 75.68080764285533
26.791087243579323 75.83882862140896,26.826193720263227 75.86536236911657,26.88055375591894 75.90440427379251,26.977425569438356 75.8126628310849,,26.892214132697653 75.76235756975439
26.919423255096635 75.77578960283685,26.917986085160333 75.81533261603275,26.834394379578555 75.73981637140476,26.819058745830638 75.77604713393876,,26.94983579380352 75.71952378944893
26.898838565597245 75.7247835263157,26.883668137614315 75.67562110359424,26.98067669026398 75.79213156002179,26.847697065260903 75.79912925685925,,26.879394227501784 75.85393846248829
26.976187581516207 75.75773486626156,26.828880501023157 75.85026934849365,26.956620515899683 75.69309801663515,26.83323082750418 75.86086131961335,,26.928984307052982 75.73764688787887
26.907584054606264 75.89095905437905,26.905231305641085 75.76159660090656,26.85553066272593 75.91129945244212,26.91412864033123 75.71582603372305,,26.89825873123827 75.8868100867196
27.018250422208332 75.77239996432738,26.923362746843853 75.84324209765161,26.956060948837454 75.7898463652857,26.951790005984684 75.72591400451266,,26.893163272428772 75.74460752365603
26.960986558627848 75.82736825454185,26.777317033331666 75.83253133402987,26.90200871006345 75.91996004573659,26.819651156714333 75.7612578295733,,26.926237589998056 75.72336436997011
26.849823742517138 75.78801385912854,26.938601260302203 75.69478996087835,26.77323733918771 75.8511134432671,26.955803902198255 75.72680233900863,,26.91834571374302 75.80995125742434
26.944712669456912 75.85718661894936,26.971548161459225 75.82006599363893,26.924505338940634 75.7206592288647,26.804770348032395 75.88346466305242,,26.87228758220132 75.86247544155216
27.006229192276386 75.76649137424995,26.90778458083102 75.89520404007028,26.994534078915116 75.76487751172466,26.915898356596102 75.89348496748532,,26.885309831019608 75.94432482517938
26.915227174071006 75.86456742908861,26.943530021125312 75.71038444568548,26.83183193772086 75.89744943924258,26.833858375116638 75.81446850833261,,26.995365835902234 75.74506697995267
26.946984964002233 75.75328492044828,26.841641654822904 75.85640144794691,26.88008271324621 75.83818771249325,26.761093244748288 75.82382696139247,,26.88577407415904 75.88265119547518
26.82713758631218 75.87388638461037,26.834729774115058 75.74002769304975,26.886261004007334 75.76622678503962,26.91993739003135 75.74826914807241,,26.884392044519483 75.75353308578208
26.8641706336963 75.76036341963432,26.85675420400459 75.7577938913363,26.842491905153526 75.80344756927059,26.896561363249944 75.75648259043376,,26.769085232728028 75.86307602478696
26.762565208313514 75.84376077602988,26.917851813932675 75.83129523136087,26.991706685248882 75.75688193556769,26.911010115996756 75.68053762237608,,26.975358452642894 75.80147694378414
26.945276774171518 75.75164960301176,26.853448020072204 75.89013972241125,26.802178369632575 75.86705592063828,26.946665381798876 75.72673631380401,,26.857168254140163 75.77292854020486
27.016849878282255 75.7754104886741,26.809875316132366 75.84708096200305,26.830010685096905 75.7784684643952,26.8470778763358 75.73186167194973,,27.001920005467124 75.77563763262975
26.955758142018993 75.80265919690208,26.89793056942043 75.660911018554,26.81585567574213 75.89871446188275,26.95751227360262 75.76600914890896,,26.880206526319405 75.93497071071668
26.97363936690391 75.80497117239226,26.85755022038738 75.7463088498846,26.881542972013946 75.89068665942852,26.998797581987397 75.7859676982085,,26.89771523569777 75.75144929257236
26.94297590446797 75.73312879287354,26.945224281437795 75.86598331502583,26.848568602171696 75.73193428486012,26.850900998138552 75.82020806862455,,27.004907930313887 75.78231139619567
26.942121814217295 75.83812512787091,26.78856347880143 75.79074854800953,26.912270436668617 75.74133819178914,26.781537119767123 75.80276680723382,,26.767560462511536 75.83285319213037
26.833719363516543 75.7518574020092,26.824454695687052 75.86388243168024,26.90582799908764 75.73906543890871,26.921188295618993 75.83353186878112,,26.842965432367674 75.81428140121758
26.781782133248928 75.85811610765225,26.82254547239153 75.89095758717943,26.806950397104675 75.86154480049208,26.96372301811612 75.81922000430986,,26.99539260275797 75.77912482390961
26.942531355072337 75.71769675277734,26.86003889701642 75.82684142551697,26.9584141197261 75.83405579502595,26.89610883809854 75.92324955963001,,26.89625178663178 75.72496790987522
27.008442249750267 75.76233176248684,26.901852720159365 75.82797191220415,26.845590507975537 75.88084656030722,26.903905558929537 75.6983689615417,,26.86432949906673 75.80326396468358
26.95595584068565 75.83322042928604,26.951797130959715 75.79834411119728,26.819526237168965 75.7953175402182,26.867740948840005 75.75816116978235,,26.7595899605469 75.84214279320423
26.900078191671057 75.7221052729481,26.890055796916688 75.81477706433287,26.981145119675904 75.82097021729363,26.918867787994472 75.82060455819278,,26.875386892502274 75.71630784648688
26.879117490006834 75.91298243881533,26.83982798197861 75.86524886017023,26.94131457932218 75.87031117353834,26.83197854819488 75.73710638599746,,26.928595302725544 75.6980429107705
26.846302497073264 75.90826625019973,26.877754692871402 75.91949130747457,26.773612015354903 75.85307022844155,26.81534157941444 75.82370930240941,,26.946769466699063 75.73082625567524
26.939947065498814 75.83698653694688,26.88687928494633 75.72665978753987,26.9605034986977 75.7258060608939,26.986721766490405 75.81216427815832,,26.91958486498898 75.79046968778911
26.88744639396283 75.80443685775751,26.91364127620298 75.76447790704975,26.888704582519942 75.82930734018662,26.934280048552743 75.79254261882052,,26.879518764472774 75.82089013048184
26.92833252104837 75.8642559475111,26.940610514886874 75.8295962836942,26.94114543994134 75.75032838037664,26.767731984892077 75.83062007662322,,26.91450883498366 75.82532909955077
26.857664225220127 75.86644012612317,26.93319954016759 75.86090757467944,26.80665631582551 75.81441872776531,26.899096792482524 75.8941558906402,,26.79406893225554 75.83175823995371
26.79763233355738 75.88329040353203,26.878306937600392 75.75124762117147,26.91675684840868 75.67312793602048,26.88715737858237 75.81000121657033,,26.781690627248665 75.80010501009436
26.826128475375825 75.83091254163651,26.775659667773187 75.82483051301769,26.923608143781113 75.7495667076776,26.860262276615835 75.86769700025096,,26.997500818833423 75.74311319484633
26.82740633707957 75.83863185004385,26.90270681684745 75.85041641766541,26.92685329832506 75.89241636812275,26.92373945450231 75.74715914928203,,26.855738853643487 75.82251897742076
26.776825831035694 75.80758728491327,26.78881911027288 75.82921605194879,26.845205362817225 75.7317031796556,26.90839829501433 75.84465665602922,,26.90598110451144 75.80534178795158
26.87653898843519 75.8342226484357,26.743170134100613 75.84255553198635,26.92508881184872 75.74833256944278,26.928298999903106 75.7167631284229,,26.914098229356714 75.85384952548267
27.000868619966614 75.79162311825743,26.97064122237006 75.81154584213044,26.87748631601481 75.8037417980714,26.9558545126124 75.7971230999985,,26.908185326274232 75.72728702731408
26.87913946832541 75.84075854848025,26.83065011719224 75.88332294890229,26.81199834204793 75.80008079433036,26.85128105227374 75.7781262775493,,26.854583230522806 75.7514564995413
26.951269600666805 75.84199186905114,26.81783729544728 75.81286170043063,26.878108196597257 75.8692091725704,26.971361942757433 75.7135376382719,,26.89006478861641 75.68394014679451
26.798919295805735 75.87641337328013,26.845424608978973 75.88984211241882,26.82470640211098 75.76389021449987,26.77241813132812 75.82376583920679,,26.84725082806876 75.8100363726639
26.8462865485985 75.78622002834452,26.91264219005466 75.75021409535624,26.91779964669214 75.765451933671,26.894906030164474 75.74162042129798,,26.925463681114856 75.66771846812007
26.85426453725504 75.76932416476603,26.936080527734102 75.7101424355288,26.896763461992464 75.86927379576558,26.872999189923167 75.81920164253454,,26.883426377043808 75.90549814018287
26.98853123111048 75.79426981693503,26.912728575267266 75.76461345638609,26.90795869205995 75.66778003986425,26.86900301362933 75.8385365951844,,26.966452351815857 75.72535597750522
26.91586631625876 75.84913159225427,26.86123927358982 75.7741632660216,26.87397705671624 75.71944207574069,26.885904781773274 75.68779156000298,,26.913573442171018 75.70859943946988
26.84329915751146 75.91181435672206,26.939330936989098 75.85851141706986,26.93830054372677 75.7866135234065,26.90781152354321 75.7107958750192,,26.859200451547643 75.74783874137688
26.871381214817866 75.74046276385779,26.943537738704016 75.75778343670972,26.905073688172564 75.87945616114582,26.82644756228467 75.89856797463192,,26.97415372442677 75.80275399099757
26.993357374740803 75.76934532606361,26.827194466479796 75.76060523733359,26.93711430270447 75.79443114058076,26.920103108437555 75.70412783610594,,26.840506920090892 75.8440232796492
26.82013726490394 75.82407826162523,26.90719588930766 75.84396342249164,26.879397272828573 75.79809661218498,26.826467402454515 75.84955796553407,,26.916756253116173 75.67174473344171
26.858930853591975 75.78401411264498,26.94772671117801 75.75138624564828,26.801128172755675 75.8773967223552,26.81745779464357 75.86259100269301,,26.919119691666406 75.66081668260136
26.947845871489857 75.73275867924393,26.93409974923679 75.7359149992944,26.88859984073108 75.83027115748342,26.898087214869708 75.76114230370861,,26.85510832848396 75.73515994869734
26.855935444633047 75.87070461964032,26.869150510200562 75.74625643563525,26.911223483374215 75.7203893576964,26.929979355378187 75.73218313013804,,26.76549937150931 75.8502776492317
26.856241702632186 75.84183563344864,26.993656399431657 75.7588044993588,26.80606002897216 75.78774341670218,26.92938608783492 75.74075275542178,,26.905179592323115 75.8188560713396
26.924499062264722 75.73111369716615,26.989676684137592 75.7848340536412,26.813400649683807 75.80388392477403,26.928077915039946 75.73809343599405,,26.9071023511446 75.73038644859876
26.869357844279257 75.84665361414666,26.815151435810836 75.77911657616137,26.79359519577533 75.86617273806525,26.962149346767053 75.72148507909296,,26.90815666710214 75.85141782328121
26.79286449506869 75.84183891664094,26.982187887591653 75.81804863359213,26.815564936597035 75.77946491669904,26.86957777014112 75.77955088553199,,26.93801694146297 75.80355727597163
26.79239491476672 75.88074820005788,26.855482129567406 75.77555367823686,26.848355952317267 75.79815247315366,26.910290447492123 75.66116670026227,,26.94486752933942 75.8657672432703
26.902463258664728 75.77572396491756,26.930841896264525 75.7899871383679,26.957012127727147 75.84133565243795,26.925045954860543 75.83054461208356,,26.890608847559616 75.71667620313184
26.937041321215947 75.82455789977907,26.8693841725281 75.88387693729335,26.794761841674116 75.83427921853034,26.877827938379756 75.73239834240512,,26.855238221247394 75.78494521377436
26.928533188336367 75.78388991882323,26.877395587938338 75.84881528381112,26.916664613788555 75.6549129804886,26.847843228099133 75.82115444314101,,26.87157847468489 75.78886358139448
26.816575727279623 75.84349734896328,26.892712182081016 75.87628232245198,26.87749144669528 75.82957671291821,26.968210022294354 75.74738371016261,,26.805276900141465 75.88312529554658
26.822413909660714 75.82836201068397,26.84604953318613 75.75071896505176,26.755788899343877 75.83378780739007,26.8786653443887 75.79096389461145,,26.9928090468515 75.78272785119475
26.801838609800285 75.78300982124176,26.907407370433997 75.82542656086916,26.874038646346065 75.72065924767931,26.900763910295154 75.89730392453244,,26.843797627038864 75.74510239935982
26.903601435829604 75.80180295099227,26.90063193976669 75.6647073430231,26.82333747589671 75.88472520479536,26.95232253714934 75.84274063959727,,26.9960734598002 75.81268069051767
27.009556889484372 75.77444855216062,26.853261739284065 75.74679537988189,26.957963836404414 75.83687481923788,26.755873758844174 75.84090935728334,,26.98625969340349 75.79230118089869
26.876734619562374 75.75101465996755,26.826564524050013 75.87826236599318,26.873213431692964 75.70822185102718,26.868206923192552 75.85135841436247,,26.911864174594555 75.85323907543514
26.811766641148267 75.82897999265062,26.900111307769052 75.66773917967907,26.896744385805725 75.71931120494754,26.946557612233153 75.85875227384608,,26.877835397090063 75.8818300743266
26.881880668232494 75.73264503385086,26.99065255310531 75.75810022882456,26.920051222386128 75.83982171320521,27.014684220390706 75.78064891863201,,26.88431897370377 75.81382835279875
26.908053210829213 75.89723124341795,26.899460671184308 75.71557183883716,26.868027549343086 75.85930603706231,26.85428178399965 75.86416503599708,,26.866709689189122 75.8457167639773
